"movie_id","movie_title","movie_score","movie_pubdate","movie_type","movie_actors","movie_director"
"26336252","碟中谍6：全面瓦解 Mission: Impossible - Fallout","8","2018-08-31(中国大陆) 2018-07-27(美国)","动作 惊悚 冒险","汤姆·克鲁斯 亨利·卡维尔 文·瑞姆斯 西蒙·佩吉 丽贝卡·弗格森 西恩·哈里斯 安吉拉·贝塞特 凡妮莎·柯比 米歇尔·莫纳汉 韦斯·本特利 费雷德里克·施密特 亚历克·鲍德温 杨亮 克里斯托弗·约纳尔 沃尔夫·布利策 拉斐尔·琼勒 安德鲁·卡扎纳夫·平 克里斯多夫·德·舒瓦西 拉裴尔·德普雷 让·巴普蒂斯特·菲永 马克斯·盖勒 奥利维尔·体班德 亚历山大·普尔 阿利克斯·贝纳泽什 乔伊·安沙 维利贝·托皮奇 格雷厄姆·福克斯 卡斯珀·菲利普森 菲恩·乔利 鲁斯·贝恩 奈杰尔·艾伦","克里斯托弗·麦奎里"
"26356631","伸冤人2 The Equalizer 2","7","2018-07-20(美国)","动作 惊悚 犯罪","丹泽尔·华盛顿 佩德罗·帕斯卡 艾什顿·桑德斯 奥森·比恩 比尔·普尔曼 梅丽莎·里奥 乔纳森·斯卡弗 沙基纳·贾弗里 卡罗琳·戴 特德·阿尔奇迪 杰伊·赫农 马克西米利安·麦克纳马拉 安德烈·阿罗维斯基","安东尼·福奎阿"
"26359235","克里斯托弗·罗宾 Christopher Robin","8","2018-08-03(美国)","喜剧 动画 冒险","伊万·麦克格雷格 海莉·阿特维尔 勃朗特·卡迈克尔 马克·加蒂斯 奥利弗·福德·戴维斯 阿德里安·斯卡伯勒 罗杰·阿什顿-格里菲斯 阿曼达·劳伦斯 凯蒂·卡迈克尔 特里斯坦·斯特罗克 保罗·查希迪 迈克尔·吉恩 舒雅德·法瑞斯 马特·贝里 西蒙·法纳比 麦肯锡·克鲁克 吉姆·库宁斯 布拉德·加内特 尼克·穆罕默德 彼得·卡帕尔迪 苏菲·奥康内多 托比·琼斯 李·阿斯奎斯-柯 罗伊·贝克 金塔雷·贝尼奥拉维特 贝恩·科拉科 托马斯·派登 库姆德·潘特 理查德·谢尔曼 彼得·辛格 卡罗尔·斯蒂尔 艾薇·维","马克·福斯特"
"26363987","你能原谅我吗？ Can You Ever Forgive Me?","7","2018-09-01(特柳赖德电影节) 2018-10-19(美国)","剧情 喜剧 传记 犯罪","梅丽莎·麦卡西 理查德·E·格兰特 多莉·韦尔斯 本·法尔科内 格里高利·克洛斯蒂舍夫斯基 简·库丁 斯蒂芬·斯皮内拉 克里斯蒂安·纳瓦罗 普·班德赫 埃里克·拉雷·哈维 布兰登·斯科特·琼斯 雪伊·德林恩 罗莎尔·卡农 安娜·迪佛·史密斯 马克·埃文·杰克逊","玛丽埃尔·海勒"
"26366496","邪不压正","7","2018-07-13(中国大陆)","剧情 喜剧 动作","彭于晏 廖凡 姜文 周韵 许晴 泽田谦也 安地 史航 李梦 丁嘉丽 陈曦","姜文"
"26369709","欢迎来到马文镇 Welcome to Marwen","6","2018-12-21(美国)","剧情 传记","史蒂夫·卡瑞尔 法尔克·亨特切尔 马特·欧莱瑞 尼古莱·维切尔 帕特里克·罗卡斯 亚历克斯·洛韦 艾莎·冈萨雷斯 莱斯利·泽米吉斯 梅里特·韦弗 格温多兰·克里斯蒂 加奈儿·梦奈 莱斯利·曼恩 尼尔·杰克逊 西沃恩·威廉姆斯 黛安·克鲁格 埃里克·李塞德 康拉德·科茨 薇娜·苏德 帕特里克·萨邦圭 弗雷泽·艾奇逊 杰夫·桑卡 特雷弗·琼斯 莎伦·克兰德尔","罗伯特·泽米吉斯"
"26369884","此房是我造 The House That Jack Built","7","2018-05-14(戛纳电影节) 2018-10-17(法国) 2018-11-29(丹麦)","喜剧 惊悚 犯罪","马特·狄龙 布鲁诺·甘茨 乌玛·瑟曼 希芳·法隆 苏菲·格拉宝 丽莉·克亚芙 杰瑞米·戴维斯 爱德华·斯皮伊尔斯 大卫·拜利 刘智泰","拉斯·冯·提尔"
"26374197","蜘蛛侠：平行宇宙 Spider-Man: Into the Spider-Verse","9","2018-12-21(中国大陆) 2018-12-14(美国)","动作 科幻 动画 冒险","沙梅克·摩尔 杰克·约翰逊 海莉·斯坦菲尔德 马赫沙拉·阿里 布莱恩·泰里·亨利 莉莉·汤姆林 劳伦·维勒斯 佐伊·克罗维兹 约翰·木兰尼 金可·格伦 尼古拉斯·凯奇 凯瑟琳·哈恩 列维·施瑞博尔 克里斯·派恩 娜塔丽·莫瑞丝 奥斯卡·伊萨克 格里塔·李 斯坦·李 乔玛·塔科内 华金·科西奥 蕾克·贝尔 梅勒妮·海恩斯 尼克·杰恩 穆尼卜·拉赫曼 卡洛斯·萨拉戈萨 黛西·罗斯·布莱内斯 里夫·霍顿 哈里森·奈特 莱克斯·朗 凯特琳·麦肯纳-威尔金森 斯科特·门维尔 克里斯托弗·米勒 德维卡·帕利赫 柯特妮·佩尔顿 克里斯蒂·法瑞斯 杰奎琳·皮诺尔 贾斯汀·沉卡罗 梅利莎·斯特姆","鲍勃·佩尔西凯蒂 彼得·拉姆齐 罗德尼·罗斯曼"
"26385514","性别为本 On the Basis of Sex","7","2018-12-25(美国)","剧情 传记","菲丽希缇·琼斯 艾米·汉莫 贾斯汀·塞洛克斯 萨姆·沃特森 凯西·贝茨 杰克·莱诺 卡莉·史派妮 斯蒂芬·鲁特 鲁斯·巴德·金斯伯格 弗朗西斯·X·麦卡蒂 加布里埃尔·格雷厄姆 安吉拉·嘉鲁皮 迈克尔·迪克森 阿伦·奥阿约-斯图尔特 斯蒂芬妮·科斯塔 卡尔·格拉戈萨斯 道恩·福特 乔·柯布登  加里·韦恩兹 霍莉·G·弗兰克尔 亚瑟·霍尔顿 杰夫·利利科 亚历山大·贝朗格 罗伯特·J·塔维纳","米密·莱德"
"26394152","大黄蜂 Bumblebee","7","2019-01-04(中国大陆) 2018-12-21(美国)","动作 科幻 冒险","海莉·斯坦菲尔德 小豪尔赫·兰登伯格 约翰·塞纳 杰森·德鲁克 帕梅拉·阿德龙 斯蒂芬·施耐德 里卡多·霍约斯 约翰·奥提兹 格林·特鲁曼 兰·卡琉 格蕾丝·达斯恩妮 弗里德·杜莱尔 蓝尼·雅各布森  梅金·普莱斯 萨钦·巴特 蒂姆·马丁·格里森 安东尼奥·查丽蒂 艾德文·霍德吉 拉斯·斯兰德 迪伦·奥布莱恩 彼特·库伦 安吉拉·贝塞特 贾斯汀·塞洛克斯 大卫·索博洛夫 格蕾·德丽斯勒 史蒂夫·布卢姆 安德鲁·莫尔加多 威廉·W·巴伯 罗伯特·切斯纳特 米歇尔·方 克里斯蒂安·哈切森 里克·理查森 瓦内萨·罗斯 波士顿·拉什·弗里曼 托尼·托斯特 迪娜·特鲁迪 艾蒂安·维克","特拉维斯·奈特"
"26411377","你的婚礼 너의 결혼식","7","2018-08-22(韩国)","剧情 爱情","金英光 朴宝英 姜其永 高圭弼 张成范 金贤淑 林炯俊 姜德重 徐恩秀 宋再临 申素率 郑多媛 车烨 裴海善 全裴修 徐胤雅","李锡根"
"26416062","侏罗纪世界2 Jurassic World: Fallen Kingdom","7","2018-06-15(中国大陆) 2018-06-22(美国)","动作 科幻 冒险","克里斯·帕拉特 布莱丝·达拉斯·霍华德 贾斯蒂斯·史密斯 伊莎贝拉·瑟蒙 拉菲·斯波 托比·琼斯 泰德·拉文 詹姆斯·克伦威尔 黄荣亮 丹妮艾拉·皮内达 杰拉丁·卓别林 杰夫·高布伦 卡米尔·雷米泽斯基 丹尼尔·斯蒂森 皮特·杰森 迈克尔·帕帕约翰 罗伯特·埃姆斯 罗南·萨莫尔斯 麦克斯·贝克 丹尼尔·厄根 戴维·奥拉瓦莱·阿印德","胡安·安东尼奥·巴亚纳"
"26425062","武林怪兽","3","2018-12-21(中国大陆)","喜剧 奇幻 武侠","古天乐 陈学冬 郭碧婷 包贝尔 王太利 周冬雨 吴樾 潘斌龙 孔连顺 刘浩 梁大维 许君聪 方中信 何润东 薛凯琪 颖儿 李灿森 卢惠光","刘伟强"
"26425063","无双 無雙","8","2018-09-30(中国大陆) 2018-10-04(香港)","剧情 动作 悬疑 犯罪","周润发 郭富城 张静初 冯文娟 廖启智 周家怡 王耀庆 方中信 高捷 邢佳栋 张松枝 张建声 吴嘉龙 孙佳君","庄文强"
"26426194","巨齿鲨 The Meg","6","2018-08-10(美国/中国大陆)","动作 科幻 惊悚","杰森·斯坦森 李冰冰 雷恩·威尔森 鲁比·罗丝 赵文瑄 佩吉·肯尼迪 杰西卡·麦克娜美 奥拉维尔·达里·奥拉夫松 罗伯特·泰勒 蔡书雅 丘增 克利夫·柯蒂斯 安佑森 罗伯·基帕-威廉姆斯 维他亚·潘斯林加姆 安得烈·格兰杰 蒂姆·王 史蒂文·A·戴维斯 托万达·马尼莫 买红妹","乔·德特杜巴"
"26430636","狂暴巨兽 Rampage","6","2018-04-13(美国/中国大陆)","动作 科幻 冒险","道恩·强森 娜奥米·哈里斯 杰弗里·迪恩·摩根 玛琳·阿克曼 杰克·莱西 乔·曼根尼罗 玛丽·谢尔顿 P·J·伯恩 德米垂斯·格罗斯 杰克·奎德 布里安·希尔 马特·杰拉德 李威尹 尤里亚·费伯 布鲁斯·布莱克希尔 杰森·莱尔斯 马克·威尔斯 阿莉莎·布鲁克 亚当·希泰凯尔 加里·维克斯 阿诺德·陈","布拉德·佩顿"
"26588308","死侍2：我爱我家 Deadpool 2","7","2019-01-25(中国大陆) 2018-05-18(美国)","喜剧 动作 科幻 冒险","瑞恩·雷诺兹 乔什·布洛林 朱利安·迪尼森 斯蒂芬·卡皮契奇 莎姬·贝兹 T·J·米勒 莱斯利·格塞斯 卡兰·索尼 布里安娜·希德布兰德 莫蕾娜·巴卡琳 杰克·凯西 埃迪·马森 忽那汐里 兰德尔·瑞德 尼古莱·维切尔 赛尔·哈里斯 罗伯·德兰尼 刘易斯·谭 比尔·斯卡斯加德 泰瑞·克鲁斯 布拉德·皮特 罗伯特·梅耶 艾伦·图代克 马特·达蒙 海莉·塞尔斯 麦克·多普德 卢克·勒斯勒尔 亨特·狄龙 大卫·雷奇 山姆·哈格雷夫 尼古拉斯·霍尔特","大卫·雷奇"
"26600786","希斯特斯兄弟 The Sisters Brothers","8","2018-09-02(威尼斯电影节) 2018-10-19(美国)","犯罪 西部 冒险","约翰·C·赖利 杰昆·菲尼克斯 杰克·吉伦哈尔 里兹·阿迈德 卡罗尔·凯恩 鲁特格尔·哈尔 克瑞德·布拉顿 约翰内斯·豪克尔·约翰内森 尼尔斯·阿贺斯图普 莱克茜·本博-哈特 丽贝卡·鲁特 菲利普·罗施 邓肯·拉克鲁瓦 伊恩·雷迪丁顿 阿尔多·马兰","雅克·欧迪亚"
"26602900","魔女 마녀","7","2018-06-27(韩国)","动作 悬疑","金多美 赵敏修 朴熙顺 崔宇植 高敏诗 吴美姬 崔政宇 多恩 金秉玉 李柱元 金河娜 李基英 权泰元 李时勋  白承哲 袁民奎 金宗勋 徐翰洁","朴勋政"
"26611891","欢乐满人间2 Mary Poppins Returns","7","2018-12-19(美国)","歌舞","艾米莉·布朗特 梅丽尔·斯特里普 科林·费尔斯 朱丽·沃特斯 安吉拉·兰斯伯瑞 艾米莉·莫迪默 本·卫肖 迪克·范·戴克 大卫·沃纳 林-曼努尔·米兰达 杰里米·斯威夫特 寇布勒·霍尔德布鲁克-史密斯 匹克西·戴夫斯 吉姆·诺顿 贝恩·科拉科 迈克尔·科布 伯纳多·桑托斯 乔安娜·希雅 露丝·霍洛克斯 贾格·帕特尔","罗伯·马歇尔"
"26627736","边境杀手2：边境战士 Sicario: Day of the Soldado","7","2018-06-29(美国)","剧情 动作 犯罪","本尼西奥·德尔·托罗 乔什·布洛林 伊莎贝拉·莫奈 凯瑟琳·基纳 杰弗里·多诺万 马修·莫迪恩 吉姆·戴佛提 伊恩·鲍汉 曼努埃尔·加西亚-鲁尔福 杰克·皮克金 布鲁诺·庇屈 杰克莫·巴泽尔 以利亚·罗德里格斯","斯特法诺·索利马"
"26628282","宠儿 The Favourite","7","2018-08-30(威尼斯电影节) 2018-11-23(美国)","剧情 喜剧 同性 传记","奥利维娅·科尔曼 艾玛·斯通 蕾切尔·薇兹 尼古拉斯·霍尔特 乔·阿尔文 马克·加蒂斯 蒂莫西·英纳斯 珍妮·莱恩斯福德 詹姆斯·史密斯 詹姆斯·梅尔维尔 杰克·维尔","欧格斯·兰斯莫斯"
"26630714","精灵旅社3：疯狂假期 Hotel Transylvania 3: Summer Vacation","7","2018-08-17(中国大陆) 2018-07-13(美国)","喜剧 动画 奇幻","亚当·桑德勒 凯瑟琳·哈恩 史蒂夫·布西密 赛琳娜·戈麦斯 阿什·布林克夫 梅尔·布鲁克斯 科甘-迈克尔·凯 安迪·萨姆伯格 法兰·德瑞雪 大卫·斯佩德 凯文·詹姆斯 莫莉·香侬 格恩迪·塔塔科夫斯基 乔·怀特 克莉丝汀·泰根 乔·乔纳斯 吉姆·加菲根","格恩迪·塔塔科夫斯基"
"26633257","地球最后的夜晚","7","2018-12-31(中国大陆) 2018-05-15(戛纳电影节)","剧情 爱情 悬疑","汤唯 黄觉 张艾嘉 李鸿其 陈永忠 罗飞扬 曾美慧孜 段钧豪 谢理循 齐溪 明道 龙泽治","毕赣"
"26636712","蚁人2：黄蜂女现身 Ant-Man and the Wasp","7","2018-08-24(中国大陆) 2018-07-06(美国)","动作 科幻 冒险","保罗·路德 伊万杰琳·莉莉 迈克尔·佩纳 汉娜·乔恩-卡门 沃尔顿·戈金斯 鲍比·坎纳瓦尔 朱迪·格雷尔 T.I. 大卫·达斯马齐连 艾比·莱德·弗特森 兰道尔·朴 米歇尔·菲佛 劳伦斯·菲什伯恩 迈克尔·道格拉斯 戈兰·卡斯蒂克 罗布·阿切尔 肖恩·克莱尔 本·戴维斯 迈克尔·瑟沃瑞斯 达克斯·格里芬 海莉·洛维特 玛德琳·麦格劳 蒂姆·海德克 布莱恩·赫斯基 朱莉娅·维拉 布莱恩·卢戈 托里·沃格尔 汤姆·夏普林 斯坦·李 约瑟夫·阿梅 安迪·阿尼斯 威廉·W·巴伯 玛塞拉·布拉吉奥 塞尔吉奥·布里奥内斯 乔·布卡罗三世 蒂莫西·卡尔 贾迈尔·钱伯斯 扎卡里·卡伯森 雅各布·埃文斯 米歇尔·方 盖尔·甘布尔 克里斯·加恩 约翰·盖蒂尔 杰克·汉森 卡茜·亨德利","佩顿·里德"
"26649687","终点到达 Then Came You","7","2018-10-12(伍德斯托克电影节) 2019-02-01(美国)","剧情 喜剧 冒险","阿萨·巴特菲尔德 麦茜·威廉姆斯 妮娜·杜波夫 佩顿·李斯特 泰勒·霍奇林 郑肯 索尼亚·瓦格尔 大卫·科恩查内 泰塔斯·伯吉斯 马格特·宾汉 科林·莫斯 罗丝玛丽·霍华德 布丽亚娜·范思克思","彼得·哈钦斯"
"26683421","特工 공작","8","2018-05-11(戛纳电影节) 2018-08-08(韩国)","剧情","黄政民 李星民 赵震雄 朱智勋","尹钟彬"
"26683723","后来的我们","6","2018-04-28(中国大陆)","剧情 爱情","井柏然 周冬雨 田壮壮 曲哲明 刘启恒 苏小明 邹倚天 张子贤 施予斐 李剑青","刘若英"
"26684528","库尔斯克 Kursk","7","2018-09-06(多伦多电影节) 2018-11-07(法国)","剧情 历史 灾难","科林·费尔斯 蕾雅·赛杜 马提亚斯·修奈尔 迈克尔·恩奎斯特 马克斯·冯·叙多夫 奥古斯特·迪赫 史蒂芬·威丁顿 潘妮拉·奥古斯特 马提亚斯·施维赫夫 扎特科·巴瑞克 乔尔·巴斯曼 马格努斯·米兰 伊娃·范·德·古奇特 古斯塔夫·汉马斯顿 约翰·霍林沃思 皮特·布科夫斯基 布贾内·亨里克森 彼得·西蒙尼舍克 拉尔斯·博格曼 蒂伊门·戈瓦尔茨 米格伦·米切夫 海伦娜·赖因科德·纳曼 皮特·泼拉格伯格 阿斯克·邦 马丁·布拉巴赫 克拉多·德·克拉伦 菲迪迦·斯图肯","托马斯·温特伯格"
"26701196","无主之作 Werk ohne Autor","8","2018-09-04(威尼斯电影节) 2018-10-03(德国)","剧情","汤姆·希林 塞巴斯蒂安·科赫 葆拉·贝尔 莎斯琪亚·罗森道尔 奥利弗·马苏奇 叶甫根尼·希迪金 马克·扎克 乌尔里克·C·扎勒 巴斯蒂安·特罗斯特 汉斯-尤韦·鲍尔 汉诺·科夫勒 辛纳克·勋纳曼 詹妮特·海因 乔切·舒托夫 约翰娜·加斯多夫 弗罗里安·巴西奥罗麦 本·贝克","弗洛里安·亨克尔·冯·多纳斯马尔克"
"26707088","奎迪：英雄再起 Creed II","7","2019-01-04(中国大陆) 2018-11-21(美国)","剧情 运动","迈克尔·B·乔丹 西尔维斯特·史泰龙 泰莎·汤普森 杜夫·龙格尔 弗罗里安·穆特鲁 布里吉特·尼尔森 罗素·霍恩斯比 伍德·哈里斯 米洛·文堤米利亚 菲利西亚·拉斯海德 迈克尔·巴佛 安德烈·沃德 迈尔斯·哈姆帕斯 伊沃·南迪 克里斯托弗·曼恩","小斯蒂芬·卡普尔"
"26711223","斯坦和奥利 Stan & Ollie","7","2018-10-21(伦敦电影节) 2019-01-11(英国)","剧情 喜剧 传记","史蒂夫·库根 约翰·C·赖利 雪莉·亨德森 妮娜·阿里安达 丹尼·赫斯顿 斯蒂芬妮·海姆 萨西·凯恩 鲁弗斯·琼斯 宾利·卡鲁 桑吉弗·科赫利 丹尼尔·弗恩 迈克尔·海登 尼克·欧文福特 哈里·赫普 加里·基利 莱蕾·迪克斯 丽贝卡·埃莉斯·兰姆 西蒙·阿格","乔·拜尔德"
"26741061","胡桃夹子和四个王国 The Nutcracker And The Four Realms","6","2018-11-02(中国大陆/美国)","奇幻 冒险","麦肯吉·弗依 摩根·弗里曼 凯拉·奈特莉 马修·麦克费登 海伦·米伦 艾丽·巴姆博 米兰达·哈特 欧赫尼奥·德尔维斯 杰克·怀特霍尔 理查德·E·格兰特 谢尔盖·波卢宁 欧米德·吉亚李利 梅拉·沙尔 尼克·穆罕默德 杰茜·维宁 汤姆·斯威特 马里安·洛伦西克 芙洛·费拉科 丽塔-麦克唐纳丹帕 查尔斯·斯特里特","拉斯·霍尔斯道姆 乔·庄斯顿"
"26752088","我不是药神","9","2018-07-05(中国大陆) 2018-06-30(大规模点映)","剧情 喜剧","徐峥 王传君 周一围 谭卓 章宇 杨新鸣 王佳佳 王砚辉 贾晨飞 龚蓓苾 宁浩 李乃文 岳小军 苇青 富冠铭 巴拉特·巴蒂 喜利图 张海艳 朱耕佑","文牧野"
"26786642","摘金奇缘 Crazy Rich Asians","6","2018-11-30(中国大陆) 2018-08-15(美国)","喜剧 爱情","吴恬敏 亨利·戈尔丁 杨紫琼 嘉玛·陈 奥卡菲娜 卢燕 岑勇康 郑肯 水野索诺娅 吴育刚 欧阳万成 钱信伊 瑞米·海依 尼科·桑托斯 陆思敬 苏慧敏 方展发 谢宛谕 维多利亚·洛克 许优美 郑花如 许静雯 卡尔文·王 陈琼华 刘佳镁 陈美廪 内万·科伊特 阿曼达·埃文斯 彼得·霍奇森 安德斯·塔格 丹尼尔·詹金斯 彼得·卡罗尔 黛博拉·杨 查尔斯·格朗斯 杰西卡·加莱蒂 Swee Huat Teo 罗尼·纪 Isaac Boon Chuon Lee 罗杰·谢克 Lee Zhi Jian Lee Jun Wen 拉塞尔·黄 马尔库斯·莫 杰瑞卡·黎 乔·翁 陈胤希 德尔菲诺润二 Beatrice Chein Tan En Yu Tan En Dong 姬丝·阿奎诺 Lucinda Lew 黄苏珊 Tumurbaatar Enkhtungalag 木下众平 吉娜·格莱尼斯 凯文·关 斯蒂芬妮·欧阳 Leong Chun Chong Ho Yan Xi 兰斯·埃明格 卡兰比尔·亨达尔 斯蒂芬·杰克 纪宝珠","朱浩伟"
"26796664","叶问外传：张天志 葉問外傳：張天志","6","2018-12-21(中国大陆) 2018-10-13(釜山电影节)","剧情 动作 犯罪","张晋 戴夫·巴蒂斯塔 柳岩 杨紫琼 托尼·贾 郑嘉颖 周秀娜 谭耀文 释彦能 姜皓文 栢天男 元华","袁和平"
"26804147","摩天营救 Skyscraper","6","2018-07-20(中国大陆) 2018-07-13(美国)","动作 惊悚 冒险","道恩·强森 内芙·坎贝尔 黄经汉 罗兰·默勒 麦肯纳·罗伯茨 诺亚·科特雷尔 诺亚·泰勒 巴勃罗·施瑞博尔 凯文·兰金 昆凌 文峰 马特·欧莱瑞 比特里斯·金 马志 保罗·麦克吉莱恩 吴嘉星 艾德里安·霍姆斯 维努斯·特雷佐 杰特·克莱恩 拜伦·劳森 关永扬 法比欧·塔索恩 卡洛·余","罗森·马歇尔·瑟伯"
"26810318","阿尔法：狼伴归途 Alpha","6","2018-09-07(中国大陆) 2018-08-17(美国)","剧情 冒险","柯蒂·斯密特-麦菲 恰克 约翰内斯·豪克尔·约翰内森 娜塔莎·迈尔兹 蕾奥娜·维埃拉 延斯·赫尔腾 梅赛德斯·德拉泽尔达 普里亚·拉贾拉特南 斯潘塞·博加特 帕特里克·弗拉纳根 迈克尔·克鲁斯-代赫勒 马辛·科瓦奇克","艾尔伯特·休斯"
"26816076","“大”人物","6","2019-01-10(中国大陆)","动作 犯罪","王千源 包贝尔 王迅 王砚辉 屈菁菁 周游 韩烨洲 盖玥希 刘敏涛 梅婷 潘粤明 乔振宇 景岗山 杜源 高捷 寇占文 刘天佐 马浴柯 霍青 邢瀚卿 李蓓蕾 万沛鑫 张皓然 谢孟伟 姜寒 肖涵 吕晓霖 马京京 黎宇航 成方旭 王子清 王昱涵 王昱淇 郭紫铭 要武 滕根 张奥","五百"
"26825664","修女 The Nun","6","2018-09-07(美国)","悬疑 惊悚 恐怖","德米安·比齐尔 泰莎·法米加 乔纳斯·布洛凯 邦妮·阿伦斯 维拉·法米加 帕特里克·威尔森 英格丽·比苏 夏洛特·霍普 桑德拉·特蕾丝 奥古斯特·马图洛 迈克尔·史麦利 大卫·霍罗维奇 丽丽·博尔丹 斯嘉丽·希克斯 丽兹·科菲 迪·布拉雷·贝克尔 黛布拉·威尔逊 马克·斯达格 莉迪亚·科洛科 艾玛·阿普尔顿 约翰尼·科瓦内 丹尼尔·曼德尔 西蒙·瑞 桑德拉·罗斯科","科林·哈迪"
"26842702","燃烧 버닝","8","2018-05-16(戛纳电影节) 2018-05-17(韩国)","剧情 悬疑","刘亚仁 史蒂文·元 全钟瑞 金秀京 崔承浩 玉子妍","李沧东"
"26878883","野梨树 Ahlat Ağacı","8","2018-05-18(戛纳电影节) 2018-06-01(土耳其)","剧情","岛吾·德米尔考 穆拉特·杰姆吉尔 本努·耶勒德热姆拉尔 哈扎尔·埃尔居奇卢 塞尔坎·凯斯金 塔梅尔·莱文特 厄内尔·埃尔坎 里法特·桑贾尔 阿克·阿克苏 卡迪尔·瑟米克 欧扎·费什特","努里·比格·锡兰"
